Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|classYear
21990232557454|4515|2002
21990232558510|6666|2004
21990232558783|2207|2008
21990232559695|5271|1999
21990232561081|1973|2008
21990232564886|3013|2001
24189255813885|1809|2002
24189255814669|6671|2008
24189255815346|5503|2008
24189255817997|3600|2002
24189255820661|5140|2002
24189255821273|7029|2005
26388279068009|4998|2001
26388279068150|6622|2007
26388279069265|7952|2001
26388279069922|3011|2010
26388279071153|3007|2005
26388279073251|2211|2010
26388279075199|2205|2002
26388279076088|3007|2004
28587302326417|3009|2007
28587302332859|1579|2008
30786325585812|2210|2002
32985348834326|6617|2008
32985348836344|2961|2005
32985348839308|1642|2002
267|4516|2004
2135|6168|2001
2783|6303|1998
3060|3012|2006
3336|6542|2009
4986|2389|2005
8337|2989|2000
8485|2212|2009
10589|4991|1999
2199023256097|2834|2008
2199023257232|7924|2005
2199023265421|4405|2010
2199023265595|5982|2006
4398046511163|3007|2001
4398046512162|1578|2003
4398046513285|5864|2003
4398046514978|1579|2006
4398046521162|6349|2005
6597069767226|3745|2004
6597069768549|2987|2007
6597069769429|2988|2009
6597069769708|7874|2003
6597069770462|5501|2003
6597069771840|2831|2005
6597069773117|1980|1999
6597069775172|2214|2008
6597069775371|3010|2009
6597069776513|6800|2004
6597069776827|5529|2007
8796093024821|3010|2008
8796093025505|5038|2003
8796093032711|2208|2003
10995116277995|4524|2006
10995116281434|5266|2009
10995116285321|2210|2006
13194139533320|1580|2001
13194139533653|3220|2003
13194139536036|2214|2007
13194139540307|1984|2005
13194139543591|5524|2009
13194139543810|5262|1999
13194139544056|5171|2003
15393162789699|3006|2006
15393162790582|3436|2005
15393162791145|5042|2003
15393162792452|2211|2002
15393162794905|5944|2002
17592186045813|2209|2003
17592186046908|3010|2011
17592186049274|5040|2002
17592186051605|2831|2004
19791209300479|2211|2005
19791209305816|3012|2008
19791209307491|2207|2001
19791209308415|5526|2001
19791209309658|2828|1999
19791209309693|2941|2003
21990232562671|2205|2005
21990232563260|4060|2003
21990232563642|7878|2004
21990232564133|5870|2009
24189255815724|1850|2011
26388279068074|2205|2009
26388279068352|4998|2002
26388279069964|6150|2000
26388279070332|7901|2002
26388279073896|5052|2003
26388279075153|6546|2000
26388279075851|6670|2003
28587302323193|2691|2000
28587302324107|5176|2000
28587302326271|2211|2005
28587302326480|4674|2003
28587302327380|4992|2007
28587302327792|5527|2005
28587302329064|5983|2005
28587302329499|2385|1999
28587302330822|7879|2003
28587302330925|2209|2003
28587302331116|1988|2002
30786325582071|4059|2005
30786325584399|5173|2011
30786325585311|7896|2001
30786325585328|2212|2009
32985348834027|3014|2010
32985348834174|6620|2007
32985348835569|4514|2005
32985348836334|2209|2008
32985348838455|3008|2006
32985348842182|5027|2008
32985348843119|1990|1999
2048|4510|2002
3688|2651|2007
4695|1856|2004
6717|2279|2004
2199023255685|4945|2007
2199023259339|3010|2003
2199023261222|5000|2004
2199023261507|7873|2002
2199023261819|5528|2003
2199023264281|7954|2002
2199023266083|6206|2006
4398046511395|3238|2004
4398046511822|2211|2005
4398046512548|5979|2008
4398046513805|4514|2009
4398046515646|2828|2003
4398046518075|5985|2002
4398046518869|2209|2003
4398046520281|3011|2009
4398046522095|2206|2004
6597069770640|1957|2006
6597069773702|4512|2002
6597069776114|6638|2001
8796093023034|1854|2009
8796093024144|3014|2004
8796093030720|5161|2003
10995116277882|3008|2003
10995116280828|4511|2009
10995116284407|5524|1998
10995116288703|6668|2002
13194139534420|1806|2009
13194139534938|4942|1999
13194139535625|5235|2007
13194139537505|3014|2004
13194139538948|2210|2009
13194139540685|2211|2004
13194139543229|2556|2010
15393162789081|4673|2003
15393162789162|1953|2003
15393162790014|5044|2000
15393162792543|2490|2000
15393162792734|3013|2004
15393162793723|5265|2009
15393162797043|1855|2011
17592186044691|2210|2006
17592186050331|6802|2008
19791209300326|2181|1999
19791209302529|5188|2000
19791209308316|5523|2003
19791209309138|1989|2011
19791209310781|3013|2004
21990232556882|3029|2009
21990232561857|2699|2006
21990232562037|2210|2007
21990232562252|1608|2002
21990232563758|2205|2000
21990232564619|5036|2006
24189255813953|6398|2005
24189255814078|2214|2005
26388279071683|6159|2006
26388279071724|1983|2006
28587302322527|4747|2004
28587302324873|3006|2006
28587302324938|4744|1998
28587302325414|6202|2011
28587302326589|6137|2002
28587302326874|2831|2007
28587302327134|1975|2003
28587302327681|2213|2000
28587302329879|3014|2006
28587302329915|5175|2008
30786325579101|6671|2004
30786325579690|6435|2006
30786325579720|5043|2001
30786325579849|2206|2010
30786325580949|7895|2007
32985348836496|4948|2004
32985348836805|2644|2009
32985348839018|2647|2003
32985348841922|4991|2005
939|5503|2007
3175|2452|2006
6460|7898|2003
7085|2212|2003
10237|5981|2009
2199023257226|6391|2006
2199023258461|4580|2008
2199023258902|4593|2008
2199023260344|2180|2011
2199023260703|2179|2003
2199023265887|2524|2005
4398046512002|2209|2007
4398046513223|6310|2004
4398046516575|4750|2002
6597069769419|2214|2003
6597069770047|6113|2007
6597069773692|4941|2007
6597069777346|2833|2010
8796093023296|7901|2004
8796093026338|6545|2003
8796093026549|6482|2004
8796093029238|2177|2006
8796093029593|2209|2002
8796093030103|4745|2004
8796093031053|3008|2002
8796093032471|2206|2005
8796093033160|5943|1998
10995116282038|2835|2004
10995116282395|1813|2009
10995116286344|5864|2005
10995116287298|2667|2000
13194139534376|2360|2006
13194139534721|2691|2002
13194139534862|2943|2007
13194139536204|2207|1999
13194139540372|5527|2008
13194139540535|2206|2005
15393162792181|2388|2000
15393162796638|5142|2000
15393162796992|2830|2002
17592186045891|6494|2002
17592186046926|5870|2001
17592186047120|5986|2005
17592186047673|5804|2008
17592186049018|5521|2004
17592186049354|3010|2002
19791209300973|6803|2001
19791209301168|5943|2007
19791209301475|3006|2006
19791209301760|7896|2003
19791209302377|2083|2002
19791209306489|2696|2006
19791209306653|2211|2006
19791209308437|7896|2005
21990232558582|7894|2010
21990232559004|6308|2010
21990232559060|4664|2001
21990232564839|5692|2007
24189255814430|1804|2002
24189255814674|5527|2007
24189255820396|2210|2004
24189255821310|2212|2002
24189255822016|2253|2006
26388279066848|3011|2003
26388279068081|2206|2004
26388279072146|2213|2004
26388279072217|5143|2004
26388279076110|2211|2009
28587302323291|1811|2006
28587302326860|2206|2002
28587302327642|1613|2009
28587302329096|2436|2008
30786325579397|7898|2004
30786325587428|3007|2009
30786325588512|5986|2010
32985348833315|4929|2009
32985348835906|5867|2006
32985348838956|3012|2005
32985348842071|4676|2011
32985348842653|5189|2005
32985348843230|2453|2006
32985348844114|1896|2001
1753|5267|2009
3914|5046|2008
5800|4991|2005
6169|4750|2001
2199023256456|3123|2009
2199023257034|1597|2001
2199023257448|3007|2000
2199023261227|2210|2001
2199023261419|1980|2002
2199023261945|5043|2002
2199023262174|6799|2008
2199023264452|3011|2006
2199023266245|4746|2001
4398046513098|6546|2000
4398046514348|4496|2009
4398046516245|3478|2011
4398046521117|3006|2002
6597069767620|3013|2000
6597069772853|6554|2002
6597069776039|7898|2005
6597069776255|6338|2000
6597069776731|6398|2002
10995116279387|2175|2007
10995116279933|6803|1999
10995116280723|3013|1999
10995116281841|6494|2001
13194139533433|6622|2005
13194139533859|5865|2001
13194139536067|1959|2009
13194139536388|2209|1999
13194139537360|5046|2000
13194139539660|7897|2008
15393162794058|6493|2007
15393162798253|2212|2005
17592186049193|5266|2008
17592186049553|6800|2003
17592186049903|5044|1999
17592186050300|1850|2001
17592186052518|2831|2007
19791209299986|6172|2001
19791209301132|2180|2003
19791209303409|2208|2007
19791209304355|4750|2011
21990232559693|5266|1998
21990232560393|1605|2006
21990232561133|2918|2002
24189255812045|5143|2005
24189255812607|4765|2010
24189255813115|3009|2000
24189255813579|5191|2009
24189255814137|2211|2002
24189255816959|1637|1998
24189255817669|5504|2003
24189255820808|5236|2007
24189255822042|5333|2002
26388279069003|5494|2001
26388279071726|5241|1998
26388279071839|4744|2004
26388279071909|6487|2011
26388279076932|3007|2004
28587302322288|3012|2005
28587302322763|2213|2012
28587302324058|7950|2003
28587302324070|4516|2008
28587302325774|3009|2004
28587302325834|2206|1999
28587302326592|3006|2005
28587302331187|2827|2004
28587302331984|4991|2001
30786325578455|5870|2009
30786325581208|1972|2008
30786325581343|2648|2008
30786325581818|4991|2002
30786325582112|7896|2009
30786325583425|2206|2001
30786325584236|4598|2004
30786325586062|1598|1999
32985348835199|2525|2005
32985348837470|3009|2003
32985348839704|5944|2000
32985348839985|3014|2003
32985348840373|7895|1999
32985348840910|4995|2009
35184372088899|5526|2003
35184372093043|1853|2004
2788|2830|2006
3453|6173|2004
10640|2180|2008
2199023255760|7945|2000
2199023256718|7874|2003
2199023257724|2208|2011
2199023258743|6150|2001
2199023260914|3011|2001
2199023262699|6803|2006
2199023263061|5981|2011
2199023266409|4991|2004
4398046512904|2210|2002
4398046514081|6545|2002
4398046518641|2206|2004
4398046520765|1855|2002
6597069772843|7901|1998
6597069772870|1849|2003
6597069773314|2208|2004
8796093027549|5527|2000
8796093029695|2829|2002
8796093029744|2831|2002
10995116278268|7948|1999
10995116279193|6433|1999
10995116279270|3007|2004
10995116279501|2232|2007
10995116282659|4511|2000
10995116285114|5523|2001
10995116286316|5521|2001
10995116286507|1801|2010
13194139536557|6441|2005
13194139539483|2208|2003
13194139540990|2828|2000
13194139543777|2205|2003
15393162789214|5236|2007
15393162790398|7898|2002
15393162791946|2490|2004
15393162796229|3006|2001
15393162798181|2911|1999
17592186052357|6438|2002
19791209301883|2215|2008
19791209305778|3007|2003
19791209307907|2206|2005
19791209309392|7867|2008
21990232556982|1609|2005
21990232558309|2696|2001
21990232564651|1851|2007
24189255811500|5523|2007
24189255813968|2495|2000
24189255819548|5981|2003
24189255821820|4663|2002
26388279069006|6539|2007
26388279069095|2213|2007
26388279072484|3011|2001
26388279073397|6486|2004
28587302327437|4516|1999
28587302328618|6205|2001
28587302331944|6164|2006
30786325581061|1850|2003
30786325582743|1849|2006
30786325586874|3012|2006
30786325587050|7900|2005
30786325587687|2212|2008
32985348834301|7928|2005
32985348834536|2206|2001
32985348834937|6309|2004
32985348838091|5527|2003
32985348839526|2214|2001
32985348843502|6199|2008
619|2831|2003
3704|6150|2005
5651|3007|2010
6092|1980|1999
6815|1853|1998
10031|4945|2009
2199023259757|5241|2009
2199023262847|5865|1998
2199023264141|3012|2009
2199023264157|3014|2003
2199023264191|3006|2001
4398046511667|3007|2003
4398046513709|4940|2008
4398046517846|7947|1998
4398046518932|2983|2004
6597069776751|5988|2009
6597069777398|1636|2008
8796093025406|1854|2003
8796093029425|6473|2007
8796093030176|3012|2010
8796093031506|5942|2004
10995116281171|5981|2006
10995116283028|2647|2008
10995116286227|3174|2004
10995116286685|3014|2006
10995116287066|2647|2004
13194139537168|2325|2009
13194139540789|5271|2007
15393162789174|5043|2007
15393162789653|5143|2000
15393162793558|1982|2003
15393162796004|5081|2001
15393162796696|5523|2001
15393162797312|2205|2006
15393162797364|5271|2005
17592186049764|6393|2002
17592186051502|2443|2000
19791209300068|1607|2004
19791209300507|1806|2000
19791209302783|6390|2000
19791209306483|1988|2004
19791209308710|7899|2003
19791209308794|7899|2006
21990232556997|4991|1998
21990232559963|2946|2003
21990232560133|2208|2001
21990232561943|1856|2003
21990232564586|2211|2007
24189255812006|3006|2009
24189255812685|2438|2007
24189255816445|5059|2001
24189255816986|2209|2000
24189255817504|2242|2004
24189255818354|4991|2004
24189255821519|1972|2002
26388279067805|2211|2009
26388279068852|7894|2007
26388279069465|4518|2002
26388279072426|3015|2003
26388279073986|2827|2002
26388279074579|1809|2009
26388279076665|6204|2003
26388279077395|3013|2004
28587302331869|2211|2006
28587302333071|6796|2002
30786325577834|1850|2009
30786325577980|6183|2002
30786325584411|2943|2007
30786325584797|2835|1998
30786325587446|3014|2004
30786325588579|3013|2007
32985348833653|2386|2007
32985348835004|2212|2009
32985348835347|6668|2002
32985348835892|3011|2007
32985348836352|2210|2009
32985348840852|4669|2006
32985348842911|5046|2005
32985348844252|2312|2004
668|2699|2004
4758|1852|2002
8430|6398|2000
8577|6012|2001
2199023256178|4745|2000
2199023256452|1641|2000
2199023256893|5271|2002
2199023259099|5046|2004
2199023262374|6482|2003
2199023262459|3006|2003
2199023263071|3013|2004
2199023264077|3008|2009
4398046511763|2470|1999
4398046520232|2451|1998
4398046521359|1813|2003
6597069768377|3009|2005
6597069769164|1811|2004
6597069771390|5525|2009
6597069776702|6397|2002
6597069777204|6409|2006
6597069777216|2208|1999
8796093028072|3011|2005
8796093029402|5271|2005
8796093029735|6149|2006
8796093031547|5530|2005
8796093032086|5345|2009
10995116278350|1578|2004
10995116278799|3006|2002
10995116280036|1855|1999
10995116281168|3014|2000
10995116285387|5271|2001
13194139534267|6483|2001
13194139538465|1808|2003
13194139539603|5042|2003
13194139540619|3008|2009
13194139541265|2209|2003
13194139543507|2214|2011
15393162788965|2834|2004
15393162789614|4665|2008
15393162791846|3014|2007
15393162792677|7951|2010
15393162793141|7942|2007
15393162794037|5949|2002
15393162799110|4743|2009
15393162799378|2207|2004
17592186044731|5157|2004
17592186048713|3011|2006
17592186052409|1858|2004
17592186053211|2213|2008
19791209301605|4511|2007
19791209302532|2211|2006
19791209303632|4996|2003
19791209306186|1980|2009
19791209306648|7950|2008
19791209310305|7898|2005
21990232555987|5044|2007
21990232556344|1838|2007
21990232556886|5500|2007
21990232557097|1784|2002
21990232557989|2832|2007
21990232558670|6624|2007
21990232558826|4750|2007
24189255811776|5266|2000
24189255812268|7948|2009
24189255820720|6398|2008
24189255821262|2223|2005
26388279067498|6673|2004
26388279067534|1855|2009
26388279068069|2987|2000
26388279070207|5173|2002
26388279070356|2207|2004
26388279071325|2554|2002
26388279074769|6435|2001
26388279075047|3015|1999
26388279075391|3013|2001
28587302322689|2650|2009
28587302323895|6487|2002
28587302325410|4748|2003
28587302325895|2987|2000
28587302326308|6798|2005
28587302327858|2210|2004
28587302330345|5236|2003
28587302331221|2210|2007
28587302331629|5045|2005
28587302332605|4746|2009
28587302332919|2207|2003
30786325581062|7868|2007
30786325584022|1805|2000
30786325584319|1637|1998
30786325586690|3010|2008
30786325587255|3010|2004
32985348835678|6306|2006
32985348837414|1800|2002
32985348838443|1857|2004
32985348840866|2210|2009
32985348841558|3009|2007
32985348843287|2212|2009
2165|1980|2002
3231|5984|2008
4528|2210|2002
6915|3014|2004
7861|2991|2008
9401|3006|1998
10028|5144|2000
10958|5266|2002
2199023256233|2432|2003
2199023258073|1958|2000
2199023264078|3012|2000
2199023266489|2450|2002
4398046513300|4516|2008
4398046517732|2206|2003
4398046517864|2175|2006
6597069768070|1814|2001
6597069768078|5236|2006
6597069768604|4747|2010
6597069769185|6674|2006
6597069771808|6544|2003
6597069774524|3009|2001
8796093024706|6486|2008
8796093025074|7895|2003
8796093028035|4511|2005
8796093030220|5870|2007
8796093030696|3006|2004
8796093031549|4744|2008
8796093032225|3012|2004
10995116279159|6797|2005
10995116280838|1983|2009
10995116281758|3010|2007
10995116284140|5270|2007
10995116286977|4747|2008
13194139533331|7953|2006
13194139535746|2945|2006
13194139535834|2648|2002
13194139537558|6148|2001
13194139538068|1852|2004
13194139543017|2559|2008
15393162789760|7900|2000
15393162790395|4949|1999
15393162791062|1985|2001
15393162797350|5158|2004
15393162799675|3011|2005
19791209303390|7876|2003
19791209303980|3009|2001
19791209306423|6802|2002
19791209310439|3007|2005
21990232555801|2310|2004
21990232557079|2206|2004
21990232559760|3014|1999
21990232561114|7936|2000
21990232561779|5030|2006
21990232562128|1958|2002
21990232566089|3009|2000
24189255811922|3007|2008
24189255815218|6148|2008
24189255816104|3010|2006
24189255816376|5186|2005
24189255816768|6345|2009
24189255817139|6804|2005
24189255819585|2836|2008
26388279068077|2210|1999
26388279069266|2212|2008
26388279072353|7901|2002
26388279073077|3014|2006
26388279075089|2210|2008
28587302324385|5038|2004
28587302325589|6440|2005
28587302326542|2214|2009
28587302326809|4519|2004
28587302330195|4109|2008
28587302332155|4994|2000
30786325582091|2211|2003
30786325585729|6434|2001
32985348834171|6493|2005
32985348837640|1609|2007
32985348843360|6542|2006
5330|5529|2007
9673|5039|2005
10205|4994|2006
10925|7873|2007
2199023256077|5236|2008
2199023256536|2647|2004
2199023258980|2448|2006
2199023264868|2563|2004
4398046512880|1580|2006
6597069776242|3013|2008
6597069776307|2374|2007
8796093026103|4748|2003
8796093026718|5263|2010
8796093027686|5803|2002
8796093029261|4991|2005
8796093029945|3010|2001
8796093030952|1837|2004
8796093031263|2829|2002
8796093031429|7210|2005
10995116278757|2207|2004
10995116279672|3008|2010
10995116286032|2216|2004
10995116287738|2453|2003
10995116287870|2683|2004
10995116288496|3009|2008
13194139535993|2305|1999
13194139539415|5264|2006
13194139541018|1838|2000
13194139542814|5809|2009
13194139543055|6392|2001
13194139543537|2212|2005
15393162789953|3007|2006
15393162793632|2984|2006
15393162795359|4949|2004
15393162796757|3010|2001
15393162798354|5272|2004
15393162799107|2214|2003
15393162799602|6803|2005
17592186047108|4951|2001
17592186052299|5503|1999
17592186052479|2651|2011
17592186055110|5983|2006
19791209300324|2828|2007
19791209301519|3014|2000
19791209302009|1840|2002
19791209302036|5979|2002
19791209302312|7953|2001
19791209303481|2695|2008
19791209304392|6148|2004
19791209309332|2214|2006
24189255816898|2551|2006
24189255816912|1845|2007
24189255817121|2835|2004
24189255820130|2209|2002
26388279067618|4143|2002
26388279069693|2453|2001
26388279070267|6805|2003
26388279072219|2389|2006
26388279073156|5042|2003
28587302322471|2981|2005
28587302329518|5986|2000
28587302332836|1600|2011
30786325577859|4747|2002
30786325581710|5525|2009
30786325584420|5417|2009
30786325587540|3013|2009
32985348835455|3012|2003
32985348840329|6552|2002
32985348840800|4513|2002
143|2941|2003
2194|5986|2002
4207|2214|2007
7322|2969|2006
8882|5043|2000
9239|1851|2003
2199023257287|5521|2011
2199023257653|4745|2006
2199023262114|5522|2006
2199023265381|3010|2002
4398046511290|1810|2001
4398046512440|2638|2002
4398046515134|5947|2004
4398046517643|2211|2000
6597069770389|2210|2000
6597069771136|3007|2007
6597069772287|5044|2005
6597069772761|2830|2006
6597069776105|4745|2004
6597069777032|1807|2003
8796093023893|3009|2008
10995116279192|3006|2005
10995116283855|2211|2011
10995116288579|6541|2009
13194139534076|1895|1999
13194139537802|4671|2009
13194139538072|7948|2003
13194139540556|5529|2011
13194139541336|2213|2004
13194139544051|5045|2003
15393162789010|4996|2006
15393162791186|2981|2005
15393162794813|1852|2009
15393162795886|4748|2003
15393162796297|6805|2006
15393162797433|5269|2006
15393162798451|5143|2007
17592186044459|3014|2005
17592186044732|7900|2002
17592186047529|5263|1998
17592186050980|6432|2005
19791209300831|2944|2008
19791209301780|5494|2004
19791209302829|3010|1999
19791209306784|3002|2004
19791209309544|2213|2001
19791209310503|2835|2002
21990232555531|2211|2002
21990232565756|5803|2007
21990232565990|5047|2006
24189255812380|1857|2010
24189255814175|6394|2007
24189255819211|5806|2006
24189255819435|2206|2004
24189255819504|6543|2002
26388279069268|6123|2007
26388279069695|2214|2007
26388279070718|7914|2007
26388279071545|6352|2006
26388279073380|3010|2003
26388279075417|6528|2002
28587302327655|5040|2000
28587302328025|2212|2007
28587302330228|5527|1998
28587302331395|7953|2004
30786325579121|4517|2001
30786325580709|6482|2003
30786325581382|6545|2011
30786325581486|2828|2003
30786325583254|3011|2002
30786325584912|1855|2009
30786325585788|7944|2004
30786325585857|1852|2005
30786325587216|3329|2004
30786325588716|6796|2004
32985348838375|2836|1998
32985348840914|3013|2006
3760|2205|2003
4615|7895|2004
5274|3008|2005
7886|1605|2006
2199023256347|3006|2003
2199023263461|4993|2004
4398046513011|1980|1999
4398046513766|3008|2007
4398046518667|2456|2001
6597069766797|2213|2009
6597069767572|5455|2007
6597069774614|1975|2008
6597069775224|4677|2006
6597069775626|3006|2001
6597069775687|6797|2004
6597069776206|5148|2005
8796093023291|4951|2009
8796093024058|7722|2003
8796093028595|1977|2001
10995116278873|5040|2004
10995116279673|6474|2011
10995116279937|2353|2005
10995116280597|2207|2002
10995116281195|3008|2000
10995116283205|3007|2006
10995116284314|2206|2011
10995116286944|3011|2000
10995116288733|4664|2005
13194139537991|2562|2002
13194139539237|5979|1999
13194139543208|2211|2009
15393162789274|1857|2000
15393162790303|3514|2008
15393162790411|4751|2009
15393162791226|5042|2000
15393162791320|2209|2008
15393162793681|4941|2001
15393162794868|3010|2004
15393162795169|3008|2006
15393162797454|2987|2007
15393162798294|5527|2004
17592186046152|3733|2005
17592186053177|5174|2008
17592186053185|1775|2006
17592186053279|6552|2003
17592186054325|2699|2005
17592186055028|2212|2000
19791209301286|5950|2006
19791209301294|2495|2002
19791209305387|5570|2005
19791209306928|5950|2009
19791209308928|2211|2000
21990232557835|5979|2009
21990232559227|5949|2009
21990232565530|4747|2006
24189255814663|4502|2011
24189255816870|1951|2007
24189255816977|6690|2008
26388279066931|4991|2004
26388279068989|2558|2003
26388279069141|2438|2004
26388279071992|6545|2009
26388279075494|2827|2003
28587302324346|6309|2005
28587302326334|1805|2005
28587302326408|2211|2002
28587302329176|2984|1998
28587302330022|2208|2008
28587302332226|2835|2000
28587302332296|3010|2005
28587302333058|5501|2010
30786325580746|6619|2001
30786325580938|5172|2002
30786325583208|4591|2006
30786325583772|2206|2002
32985348840689|5984|2007
32985348842734|3014|2011
3500|5041|2000
4755|2827|2002
6255|5145|1999
8614|1975|2004
2199023258120|1988|1999
2199023260919|2214|2009
2199023261003|3014|2008
2199023262722|2210|2004
2199023265924|7950|2001
4398046512999|5155|2000
4398046515767|4745|2006
4398046518708|1948|2006
4398046518826|1991|2001
4398046519792|1602|2008
6597069767868|2386|1999
6597069769095|4676|2003
6597069771213|2563|2000
6597069772370|5040|2006
8796093032178|6800|2002
10995116278636|2948|2008
10995116287303|6805|2011
10995116287468|2214|2009
13194139541691|5036|2006
13194139542410|3013|2000
13194139543366|4591|2007
13194139543753|5529|2006
15393162792423|4745|2002
15393162793642|2207|2005
15393162797152|5521|2002
15393162797195|6798|1999
17592186045089|6392|2005
17592186047354|1852|2006
17592186048441|5526|1998
17592186052953|5154|1999
17592186055025|5713|1999
17592186055334|6674|2004
19791209300990|2213|2004
19791209301546|3006|2005
19791209302326|3010|2003
19791209305166|5981|1999
19791209307124|3009|2008
19791209307382|4603|2011
19791209310251|6301|1998
19791209310937|2210|2004
21990232557476|1853|2007
21990232557520|2829|2009
21990232563675|4437|2004
21990232565087|1850|2007
21990232565306|2213|2001
24189255811726|1636|2005
24189255812657|2214|2004
24189255814875|6172|2001
24189255815886|2432|2005
24189255817638|2653|2000
24189255818799|6539|2007
26388279069780|4511|2005
26388279070550|2385|2007
26388279076689|4744|2008
28587302322327|1583|2007
28587302323722|1853|1998
28587302324173|4998|2008
28587302325132|6308|2006
28587302325842|6171|2002
30786325578109|3010|2001
30786325578224|6801|2005
30786325582498|2209|2001
30786325584466|2209|2002
30786325588455|1851|2003
32985348833537|6554|1999
32985348834284|5524|2007
32985348837700|2449|2007
32985348841904|1858|2002
1276|1984|2006
6191|1576|2001
10876|2210|2004
2199023256520|2210|2004
2199023260527|3007|2001
2199023262209|3015|2002
2199023262544|3012|2002
2199023265354|5983|2004
4398046513028|2212|2002
4398046513245|2449|2002
4398046513430|4676|2005
4398046515510|4747|2008
4398046520080|2211|2004
6597069767755|2483|2003
6597069770885|7898|2009
6597069776966|6148|2004
8796093026191|6541|2005
8796093026772|3007|2009
8796093027624|1854|2002
8796093030700|6101|2004
8796093031004|2212|2003
8796093031277|5042|2005
8796093032477|5176|2012
8796093032847|2212|2009
10995116278259|3007|2004
10995116278566|5154|2011
10995116282666|2991|2001
10995116284018|5893|2001
10995116284135|2235|2002
13194139533344|5047|2001
13194139534410|2436|2008
13194139537061|3011|2001
13194139538180|3014|2004
13194139540669|6545|2002
15393162794383|2348|2005
15393162795728|2214|2005
15393162797691|5270|2003
17592186047036|5985|2006
17592186051905|2213|2000
17592186054214|5045|2003
17592186054622|5527|2003
17592186054968|4991|2004
19791209302510|2555|1999
19791209303550|1978|2011
19791209304830|5982|2009
21990232558780|3008|2008
21990232560362|1980|2009
21990232561485|5036|2008
21990232563637|3009|2003
21990232564042|6797|2003
24189255817000|5805|1998
24189255819261|4742|2007
24189255819338|2208|2003
24189255820882|2214|2001
24189255821132|6148|2007
26388279067734|2206|2011
26388279071488|6674|2000
26388279073665|6798|2003
28587302323990|2207|2004
28587302328581|5984|2000
28587302331153|1990|1999
30786325577877|2561|2005
30786325578316|7954|2002
30786325579380|6149|2000
30786325580537|2206|2005
30786325580885|5234|2009
30786325581213|4511|2003
30786325582706|2382|2004
30786325588318|5523|2010
32985348833579|2831|2009
32985348835451|3014|2001
32985348841083|1970|2006
35184372097200|4750|2006
985|3013|2010
1125|1580|2005
2199023256881|6540|2009
2199023258179|7875|2005
2199023260168|2831|2010
2199023262543|4929|2006
2199023264807|6197|2001
2199023265743|4947|2005
4398046514566|6804|2010
4398046514593|5264|2002
4398046515698|6435|2010
4398046517180|1642|2002
4398046518307|3006|2002
4398046520117|3015|2001
4398046521530|1978|2007
6597069768154|2206|1999
6597069768236|2207|2000
6597069769456|2830|2010
6597069770245|1851|2006
6597069773317|3014|2005
6597069775904|1981|1999
6597069776145|3007|2009
6597069777089|3013|2009
8796093033086|3015|2002
10995116280002|5870|2008
10995116280730|1953|2002
10995116280938|1852|2008
10995116281649|5523|2002
10995116284295|5186|2007
10995116285096|4803|2009
10995116286810|7946|1999
13194139535543|5501|2004
13194139537628|2385|2004
13194139540140|5238|2002
13194139543602|4749|2002
13194139544213|5980|2005
15393162792026|2519|2002
15393162793736|1990|2009
15393162794788|2209|1999
15393162795232|5045|2002
17592186046530|3007|2003
17592186048868|1811|2005
19791209300656|5523|2006
19791209300830|1813|2006
19791209300839|4746|2002
19791209303205|7898|2006
19791209306101|7871|2006
21990232558189|6607|2008
21990232559656|6439|2005
21990232561061|5172|2004
21990232563941|6797|2006
24189255811312|5270|2001
24189255811566|7950|2000
24189255818735|4514|2008
24189255819788|3010|1999
24189255820280|2293|2000
26388279067897|2210|2005
26388279069097|4942|2000
26388279069410|6309|2002
28587302323985|4362|2009
28587302324659|1959|2005
28587302325873|7877|2009
28587302332062|6805|2001
30786325579755|3166|2009
30786325580189|6340|1998
30786325581898|6674|2001
30786325583669|5498|2001
30786325586289|1961|2011
30786325587123|4511|2003
32985348836723|2206|2006
32985348838213|5488|2006
32985348838665|1980|2002
32985348843028|2214|2002
1131|3239|2007
3120|6153|2000
4005|3010|2003
5693|3006|2004
7943|2212|2005
10104|6150|2005
2199023256086|2941|2001
2199023256321|6148|2005
2199023266272|2559|2001
4398046511845|2208|2004
4398046515082|2214|2003
4398046520020|6199|2004
4398046520770|7944|2008
4398046521188|4943|2003
4398046521932|4595|2001
6597069767125|7901|2001
6597069772210|2205|2007
6597069775014|4751|2005
6597069777205|7899|2007
8796093024950|3008|2008
8796093032964|2222|2007
10995116278269|2175|2001
10995116286159|5985|2006
13194139533427|2210|2002
13194139533535|3011|2006
13194139534234|2209|2000
13194139539375|3008|2006
13194139543113|6201|2009
15393162790920|6675|2002
15393162791569|2211|2006
15393162798669|2209|2007
17592186047563|2206|2003
17592186051627|7895|2001
17592186053195|5047|2009
19791209300402|6551|2003
19791209304651|5039|2001
19791209308140|5896|2008
21990232561462|2205|2004
21990232561834|6801|2001
21990232562085|4992|2005
21990232564179|2649|2004
21990232565979|5169|2006
24189255811876|7447|2004
24189255814881|7954|2002
24189255815002|4513|2010
24189255816745|2210|2009
24189255818885|5521|2007
26388279066764|6671|2004
26388279071453|2208|2007
26388279072996|7878|2010
26388279075405|6310|2003
28587302323579|4745|2009
28587302324497|6647|2001
28587302325579|1609|2004
28587302325768|3010|2002
