Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|workFrom
4398046511763|299|2000
4398046511763|302|2000
4398046511763|303|2001
4398046520232|305|1998
4398046520232|307|1999
4398046520232|299|2000
4398046521359|114|2005
4398046521359|117|2004
4398046522018|547|2006
4398046522018|548|2009
4398046522018|549|2008
4398046522018|550|2005
4398046522018|539|2004
6597069768377|548|2007
6597069768377|551|2006
6597069768377|553|2005
6597069768377|541|2006
6597069769164|115|2004
6597069769164|119|2004
6597069772141|496|2001
6597069772141|504|2011
6597069772141|491|2005
6597069772141|494|2002
6597069776702|1257|2002
6597069776702|1229|2002
6597069777204|1264|2008
6597069777204|1251|2007
6597069777204|1261|2007
6597069777216|907|2000
8796093028072|554|2005
8796093029402|896|2007
8796093029402|897|2006
8796093029402|888|2006
8796093029402|892|2006
8796093029735|1118|2007
8796093030155|1376|2002
8796093030155|1380|2008
8796093030155|1364|2000
8796093030155|1365|2002
8796093030155|1386|2009
8796093031547|963|2007
8796093031547|968|2007
8796093031547|956|2007
8796093031547|957|2006
10995116278350|4|2006
10995116278350|5|2004
10995116278799|544|2002
10995116278799|546|2002
10995116278799|548|2002
10995116279452|593|2008
10995116279452|595|2011
10995116279452|599|2011
10995116279452|600|2008
10995116279452|591|2010
10995116280036|160|1999
10995116280036|164|2000
10995116280036|180|1999
10995116280036|173|1999
10995116285387|1011|2003
13194139536660|949|2012
13194139536660|959|2007
13194139538465|117|2005
13194139540619|548|2009
13194139540619|540|2009
13194139540619|542|2010
13194139540619|543|2010
13194139541265|914|2003
13194139541265|934|2004
13194139541265|920|2004
13194139541265|941|2005
15393162788965|483|2005
15393162788965|452|2005
15393162788965|453|2005
15393162788965|461|2005
15393162789614|608|2010
15393162792677|1569|2012
15393162792677|1571|2011
15393162794037|1016|2004
15393162794037|1017|2002
15393162794037|1020|2002
15393162799110|672|2011
15393162799110|674|2010
15393162799110|667|2010
15393162799110|668|2010
17592186044731|819|2004
17592186044731|822|2006
17592186044731|823|2004
17592186048713|550|2007
17592186048713|554|2007
17592186052409|149|2004
17592186052409|150|2005
17592186052409|135|2005
17592186052409|136|2005
17592186052409|827|2004
17592186053211|913|2008
17592186053211|916|2009
19791209301605|562|2008
19791209301605|563|2007
19791209301605|579|2009
19791209301605|587|2009
19791209303632|768|2004
19791209306186|209|2010
19791209310681|7|2005
19791209310681|8|2010
19791209310681|9|2005
19791209310681|10|2002
19791209310681|11|2011
21990232556886|944|2008
21990232557097|101|2003
21990232557097|102|2002
21990232557097|105|2004
21990232557989|446|2007
21990232558670|1365|2008
21990232558670|1371|2009
21990232558670|1375|2008
21990232558826|504|2008
21990232560465|252|2009
21990232560465|253|2009
21990232563844|44|2005
21990232565203|999|2008
24189255811776|887|2001
24189255819297|907|2007
24189255819297|924|2010
24189255820720|1265|2009
24189255820720|1250|2008
24189255820720|1267|2010
24189255820720|1240|2009
24189255820720|1245|2009
24189255820966|1362|2000
24189255820966|1388|2007
24189255821237|915|2010
24189255821237|934|2008
24189255821237|906|2009
24189255821237|923|2012
26388279067498|1415|2005
26388279067498|1402|2004
26388279067498|1436|2004
26388279067498|1438|2005
26388279067534|144|2010
26388279067534|179|2009
26388279067534|148|2011
26388279067534|903|2010
26388279067534|183|2011
26388279068069|535|2001
26388279068069|536|2000
26388279068069|537|2001
26388279069728|549|2008
26388279069728|553|2009
26388279070207|758|2003
26388279070207|825|2004
26388279070207|827|2004
26388279070356|916|2005
26388279070356|936|2006
26388279070356|921|2006
26388279070356|906|2004
26388279070356|908|2006
26388279071325|373|2004
26388279071325|518|2004
26388279071325|377|2003
26388279071325|378|2003
26388279071325|379|2004
26388279074769|1002|2002
26388279075047|547|2001
26388279075047|551|2000
26388279075047|553|2001
26388279075047|540|2000
26388279075047|542|2001
26388279075391|551|2003
26388279075391|553|2002
26388279075391|543|2001
28587302322689|400|2011
28587302322689|1227|2011
28587302322689|399|2010
28587302325410|673|2004
28587302325410|676|2004
28587302325410|668|2003
28587302325410|669|2003
28587302326308|1527|2006
28587302326308|1514|2007
28587302326308|1515|2006
28587302326308|1518|2007
28587302326308|1487|2006
28587302330345|865|2005
28587302330345|866|2004
28587302330592|914|2006
28587302330592|163|2008
28587302330592|918|2009
28587302330592|911|2011
28587302331221|929|2009
28587302331221|933|2009
28587302331221|934|2008
28587302331221|936|2008
28587302331629|779|2006
28587302332605|674|2009
28587302332605|681|2010
28587302332605|669|2009
28587302332605|671|2011
28587302332919|912|2005
28587302332919|928|2005
28587302332919|917|2005
28587302332919|921|2005
30786325580773|677|2000
30786325580773|679|2011
30786325580773|667|2002
30786325581062|1536|2007
30786325581062|1538|2007
30786325583440|921|2007
30786325584022|106|2002
30786325584022|107|2002
30786325584319|34|1999
30786325584319|57|1999
30786325584319|77|2000
30786325586690|546|2008
30786325587255|544|2005
30786325587255|548|2006
30786325587255|550|2006
30786325587255|552|2004
30786325587255|553|2005
32985348835678|1219|2006
32985348835678|1192|2007
32985348835678|1209|2006
32985348835678|1210|2007
32985348836981|919|2012
32985348837414|106|2003
32985348837414|109|2004
32985348838443|160|2005
32985348838443|138|2005
32985348838443|173|2005
32985348840866|922|2011
32985348840866|909|2011
32985348840866|927|2010
32985348840866|911|2011
32985348843287|928|2009
32985348843287|912|2010
32985348843287|911|2009
2165|208|2002
2165|206|2004
3231|416|2010
3231|1093|2010
3231|1096|2009
4528|912|2002
4528|916|2004
4528|901|2004
4528|920|2002
6749|566|1999
6749|568|2006
6915|544|2005
6915|553|2004
6915|538|2004
7861|532|2008
7861|533|2010
7861|535|2010
7861|536|2009
7861|537|2008
9401|550|1999
9401|539|1999
9401|540|2000
10028|809|2001
10958|890|2004
2199023256233|296|2003
2199023256233|297|2003
2199023256233|298|2003
2199023258073|614|2001
2199023258073|127|2000
2199023263129|824|2009
2199023264078|544|2001
2199023264078|549|2002
2199023264078|553|2001
2199023264078|538|2001
2199023264373|823|2010
2199023264373|1497|2009
2199023266489|304|2004
2199023266489|306|2003
2199023266489|301|2003
2199023266489|302|2002
4398046513300|557|2008
4398046513300|574|2009
4398046517864|257|2006
4398046517864|253|2007
6597069767575|369|2009
6597069767575|354|2006
6597069767575|358|2012
6597069768070|118|2002
6597069768070|119|2003
6597069768070|111|2002
6597069769185|1392|2006
6597069769185|1397|2007
6597069769185|1430|2006
6597069769185|1421|2006
6597069769185|1390|2007
6597069771785|539|2008
6597069771785|543|2008
6597069776021|256|2000
6597069776021|257|2008
6597069776021|259|2005
6597069776021|253|2007
6597069776021|255|2007
8796093024706|1317|2009
8796093024706|1305|2008
8796093024706|1308|2010
8796093024706|1310|2010
8796093028035|582|2007
8796093028035|566|2005
8796093028035|588|2005
8796093030641|1228|2009
8796093030641|1229|2006
8796093030696|548|2005
8796093030696|550|2005
8796093030696|538|2005
8796093032225|554|2006
8796093032225|539|2006
8796093032225|540|2005
10995116279159|1528|2007
10995116279159|1485|2007
10995116280838|244|2010
10995116280838|219|2010
10995116280838|239|2010
10995116284140|896|2008
10995116284140|887|2008
10995116284140|888|2008
10995116284140|889|2008
13194139533331|1569|2008
13194139533331|1573|2008
13194139533331|1574|2008
13194139535746|498|2008
13194139535746|506|2007
13194139535746|491|2006
13194139535834|400|2003
13194139536295|1559|2009
13194139536295|1561|2008
13194139537558|1117|2002
13194139543017|373|2008
13194139543017|389|2009
13194139543017|378|2009
13194139543017|383|2009
15393162789760|1559|2000
15393162789760|1561|2000
15393162789760|491|2001
15393162790289|915|2006
15393162790289|917|2002
15393162790289|908|2005
15393162790395|722|2001
15393162791062|242|2002
15393162791062|230|2001
15393162791062|248|2001
15393162791062|238|2003
15393162792270|549|2010
15393162792270|541|2012
15393162797350|818|2006
15393162797350|820|2004
15393162797350|821|2005
15393162799675|545|2005
15393162799675|547|2006
15393162799675|541|2005
19791209302818|664|2007
19791209302818|669|2004
19791209302818|670|2007
19791209303390|1548|2004
19791209303980|551|2002
19791209303980|542|2001
19791209303980|543|2002
19791209304147|968|1998
19791209304147|777|2007
19791209306423|1459|2003
19791209306423|1500|2004
19791209306423|1501|2003
19791209306423|1486|2004
19791209310439|548|2007
19791209310439|551|2006
19791209310439|538|2005
21990232555801|930|2006
21990232555801|910|2004
21990232557079|915|2005
21990232557079|923|2006
21990232557079|907|2005
21990232557079|908|2006
21990232557079|926|2005
21990232561114|1564|2001
21990232561779|762|2008
21990232561779|763|2007
21990232561779|766|2008
21990232561779|767|2006
21990232562128|1234|2003
21990232562128|338|2004
21990232562128|899|2002
21990232562128|777|2003
21990232562128|1564|2002
21990232566089|546|2002
21990232566089|552|2002
24189255811887|931|2007
24189255811887|915|2003
24189255811887|921|2001
24189255811922|549|2009
24189255811922|1261|2010
24189255815218|1117|2008
24189255816376|842|2007
24189255816768|1226|2009
24189255817139|1520|2005
24189255817139|1513|2006
24189255817139|1471|2005
24189255817139|1503|2006
24189255818365|1561|2006
24189255819585|836|2009
24189255819585|459|2009
24189255819585|446|2008
24189255820058|542|2002
26388279068077|932|2001
26388279068077|933|2001
26388279068077|917|2000
26388279068077|920|2000
26388279068077|908|2000
26388279069266|932|2009
26388279069266|918|2009
26388279069266|909|2009
26388279069266|637|2008
26388279072353|1557|2002
26388279072353|1560|2003
26388279072353|1561|2003
26388279072542|769|2005
26388279072542|763|2009
26388279075089|936|2009
26388279075089|938|2009
26388279075089|908|2008
28587302323661|1001|2008
28587302323661|1002|2004
28587302324385|789|2006
28587302324385|795|2004
28587302324385|798|2005
28587302325589|1001|2005
28587302325589|1002|2007
28587302326542|929|2010
28587302326542|916|2009
28587302326542|934|2010
28587302326542|1174|2010
28587302326809|562|2006
28587302326809|580|2005
28587302326809|558|2005
28587302332155|467|2000
28587302332155|761|2001
30786325579222|920|2010
30786325582091|928|2003
30786325582091|933|2003
30786325582091|937|2004
30786325585729|1001|2002
30786325585729|1002|2001
32985348834171|1313|2007
32985348834171|1314|2007
32985348834171|1316|2006
32985348834171|1317|2007
32985348837640|33|2008
32985348837640|23|2008
32985348837640|26|2008
32985348837640|31|2008
32985348843360|1320|2006
32985348843360|1323|2007
32985348843360|1324|2008
32985348843360|1180|2007
32985348843360|1325|2008
5330|953|2009
5330|956|2009
5330|959|2008
9673|804|2007
10205|765|2008
10205|767|2007
10925|1544|2009
10925|1551|2009
2199023256077|864|2010
2199023256077|865|2009
2199023256077|866|2009
2199023256536|1002|2004
2199023258003|7|2005
2199023258003|8|2012
2199023258003|729|2009
2199023258003|10|2003
2199023258003|11|2004
2199023258742|822|2009
2199023258742|375|2008
2199023258742|1307|2009
2199023258742|110|2008
2199023258980|305|2006
2199023258980|306|2007
2199023258980|299|2008
2199023258980|301|2006
2199023258980|302|2006
2199023264868|393|2005
2199023264868|383|2004
4398046512733|551|2011
4398046512733|553|2012
4398046512880|4|2006
6597069776242|545|2009
6597069776242|553|2009
6597069776242|538|2008
6597069776242|554|2008
6597069776307|924|2008
6597069776307|925|2007
6597069776307|910|2007
6597069776307|927|2007
8796093026103|667|2004
8796093026718|888|2012
8796093027686|976|2002
8796093027686|974|2002
8796093027686|975|2002
8796093029261|758|2007
8796093029945|538|2003
8796093029945|542|2002
8796093029945|543|2001
8796093030952|125|2005
8796093031263|454|2002
10995116278757|922|2005
10995116278757|906|2005
10995116278757|925|2005
10995116279672|546|2011
10995116279672|1571|2011
10995116279672|550|2011
10995116279672|539|2011
10995116286032|934|2006
13194139535993|938|1999
13194139535993|907|2000
13194139542814|976|2009
13194139542814|980|2010
13194139543055|1235|2003
13194139543055|1267|2001
13194139543055|1259|2002
13194139543055|1262|2001
13194139543055|1263|2002
13194139543537|929|2007
13194139543537|911|2005
15393162789953|545|2006
15393162789953|539|2007
15393162789953|540|2006
15393162789953|541|2007
15393162793632|533|2008
15393162793632|534|2007
15393162793632|536|2006
15393162795359|725|2004
15393162795359|716|2006
15393162795359|719|2005
15393162796757|543|2002
15393162798354|894|2005
15393162799107|913|2004
15393162799602|1471|2007
17592186047108|725|2002
17592186050142|118|2010
17592186050142|120|2008
17592186050142|121|2005
17592186052299|946|2000
17592186052299|940|2000
17592186052299|942|1999
17592186052299|943|1999
17592186052479|400|2013
17592186052479|399|2013
17592186052593|408|2010
17592186052593|891|2010
17592186052593|895|2007
17592186055110|1108|2007
17592186055110|1062|2008
19791209300324|447|2009
19791209301471|385|2011
19791209301471|392|2002
19791209301471|380|2006
19791209301471|383|2002
19791209301519|545|2000
19791209301519|548|2002
19791209301519|551|2000
19791209301519|539|2002
19791209301519|543|2001
19791209302009|296|2002
19791209302009|297|2004
19791209302009|298|2002
19791209302036|1104|2002
19791209302036|1074|2003
19791209302036|1092|2004
19791209302036|1061|2003
19791209302312|1574|2002
19791209303481|426|2008
19791209304786|479|2010
19791209309332|774|2007
24189255815464|538|2009
24189255815464|539|2009
24189255816898|362|2007
24189255816898|349|2008
24189255816912|129|2009
24189255816912|133|2008
24189255817121|468|2005
24189255817121|474|2006
24189255817121|475|2006
24189255817121|444|2006
24189255818971|888|2007
24189255818971|892|2010
24189255820130|916|2002
24189255820130|936|2002
24189255820130|922|2003
26388279067618|548|2003
26388279067618|551|2003
26388279069693|304|2002
26388279069693|305|2002
26388279069693|306|2002
26388279069693|300|2003
26388279072219|273|2007
26388279072219|276|2007
26388279072219|279|2006
26388279073156|373|2005
28587302322471|528|2005
28587302322471|525|2006
28587302322471|526|2006
28587302322471|527|2006
28587302326076|118|2003
28587302326076|121|2010
28587302329518|1043|2001
28587302329518|1047|2001
28587302329518|1051|2002
28587302329518|1023|2001
28587302329601|1260|2007
28587302332507|768|2000
28587302332507|912|2003
28587302332507|931|2000
28587302332507|909|1999
28587302332836|7|2012
28587302332836|8|2011
30786325577859|673|2003
30786325578258|1235|2010
30786325581710|962|2010
30786325584420|891|2010
30786325587268|180|2008
30786325587268|151|2007
30786325587268|175|2010
32985348840329|1336|2003
32985348840329|1343|2003
32985348840452|913|2006
32985348840452|930|2005
32985348840452|915|2007
32985348840452|908|2006
32985348840800|555|2003
143|498|2004
2194|1091|2002
2194|1054|2003
2194|1038|2002
2194|1070|2002
3911|758|2007
7322|513|2007
7322|517|2008
7322|506|2008
7322|509|2008
8882|801|2002
9239|181|2004
9239|150|2005
9239|153|2005
9239|171|2003
9239|143|2004
2199023257287|965|2013
2199023257287|951|2013
2199023257287|954|2012
2199023257653|675|2006
2199023257653|681|2007
2199023262114|961|2007
2199023262114|967|2007
2199023263087|929|2006
2199023263087|930|2004
2199023263087|926|2009
4398046512440|394|2003
4398046515134|1016|2005
4398046515134|1019|2006
4398046517643|935|2002
6597069770389|912|2000
6597069770389|913|2000
6597069770389|930|2001
6597069770389|915|2000
6597069770389|923|2002
6597069771136|531|2008
6597069771136|547|2008
6597069771136|548|2008
6597069772287|784|2007
6597069772287|786|2007
6597069772386|1028|2009
6597069772386|1033|2011
6597069772386|1099|2005
6597069772386|1037|2008
6597069772761|466|2007
6597069772761|452|2007
6597069772761|476|2007
6597069772761|477|2007
6597069776105|673|2005
6597069776105|674|2006
6597069776105|679|2005
6597069776105|666|2004
6597069776105|667|2006
6597069777032|116|2005
6597069777032|118|2005
6597069777032|111|2003
8796093023893|548|2009
8796093023893|553|2008
8796093023893|538|2008
8796093023893|540|2009
8796093029243|1118|2009
10995116279192|737|2005
10995116279192|539|2006
10995116279192|541|2005
10995116279192|543|2005
10995116283855|917|2012
10995116283855|925|2011
10995116283855|910|2012
10995116288579|1320|2010
10995116288579|1323|2010
13194139537802|643|2009
13194139537802|645|2010
13194139537802|630|2009
13194139537802|663|2010
13194139537802|619|2010
13194139538072|1568|2003
13194139538072|1567|2005
13194139540556|960|2012
13194139540556|966|2011
13194139540556|956|2012
13194139540556|959|2011
13194139541336|929|2005
13194139541336|916|2004
13194139541336|918|2005
13194139541336|911|2005
13194139544051|786|2004
13194139544051|802|2003
13194139544051|804|2005
15393162789010|760|2007
15393162789010|764|2006
15393162791322|914|2007
15393162794813|160|2009
15393162794813|149|2009
15393162795886|679|2004
15393162795886|667|2005
15393162796297|1511|2007
15393162796297|1498|2006
15393162796297|1516|2007
15393162796297|669|2007
15393162797433|897|2007
15393162797433|887|2007
15393162797433|888|2007
15393162797433|894|2006
17592186044459|546|2005
17592186044732|1559|2003
17592186044732|1561|2003
17592186044732|346|2003
17592186047529|893|2000
17592186047529|895|1999
17592186050980|1001|2005
17592186050980|1002|2007
19791209300831|513|2009
19791209300831|502|2009
19791209300831|491|2009
19791209300831|494|2010
19791209301780|1227|2005
19791209302829|554|2001
19791209302829|538|2000
19791209302829|543|2000
19791209306784|532|2005
19791209309544|912|2002
19791209309544|930|2002
19791209309544|932|2002
19791209309544|917|2003
19791209309544|920|2003
19791209310503|450|2003
19791209310503|483|2003
19791209310503|452|2003
21990232565756|979|2007
21990232565756|970|2008
21990232565756|971|2008
21990232565990|800|2007
24189255814175|1253|2009
24189255814175|1260|2008
24189255814175|1261|2008
24189255814175|1247|2008
24189255819211|976|2007
24189255819211|977|2007
24189255819211|971|2006
24189255819211|1293|2008
24189255819211|975|2008
24189255819435|913|2005
24189255819435|934|2005
24189255819435|905|2005
24189255819435|937|2006
24189255819504|707|2002
24189255819504|1323|2002
26388279069695|929|2007
26388279069695|935|2007
26388279069695|910|2007
26388279069695|911|2008
26388279070718|593|2008
26388279070718|1557|2007
26388279070718|1559|2008
26388279071545|1228|2007
26388279073380|544|2005
26388279073380|551|2005
26388279073380|539|2005
26388279073380|542|2003
28587302327655|802|2001
28587302327655|779|2002
28587302328025|917|2008
28587302328025|935|2007
28587302330228|1360|2000
28587302330228|1379|2000
28587302330228|1373|2000
28587302331395|1233|2005
28587302331395|1569|2006
28587302331395|1572|2005
28587302331395|1574|2004
30786325578029|168|2005
30786325578029|137|2005
30786325578029|141|2010
30786325580709|1297|2004
30786325580709|1300|2004
30786325580709|1301|2003
30786325580709|735|2004
30786325581382|1320|2011
30786325581382|1325|2011
30786325581486|483|2004
30786325581486|469|2005
30786325581486|457|2005
30786325581486|442|2004
30786325581486|476|2005
30786325582379|576|2006
30786325582379|585|2010
30786325582379|571|2011
30786325583254|544|2003
30786325583254|549|2003
30786325583254|550|2002
30786325584561|1569|2005
30786325584561|1572|2001
30786325584561|1574|2005
30786325585788|1567|2005
30786325585857|165|2005
30786325585857|154|2006
32985348838291|1175|2003
32985348838291|1176|2006
32985348838291|1177|2010
32985348838291|1179|2010
32985348838291|1180|2011
32985348838375|451|2000
32985348838375|116|2000
32985348838375|485|1999
32985348840914|547|2008
32985348842942|451|2003
32985348844021|1001|2007
32985348844021|1002|2010
4615|1557|2005
5274|539|2006
5274|540|2006
5274|543|2006
6249|548|2011
6249|554|2011
6249|539|2008
7886|32|2006
7886|28|2006
7886|30|2008
2199023256347|549|2003
2199023256347|539|2004
2199023263461|759|2004
2199023263461|761|2006
2199023263461|763|2005
2199023263461|767|2006
4398046513011|208|2000
4398046513011|206|1999
4398046513011|207|1999
4398046513766|547|2008
4398046513766|550|2008
4398046513766|554|2009
4398046513766|542|2008
4398046515578|673|2002
4398046515578|675|2006
4398046515578|668|2000
4398046515578|671|2002
6597069767572|896|2007
6597069767572|855|2008
6597069767572|887|2007
6597069767572|890|2007
6597069767572|894|2008
6597069774614|196|2010
6597069774614|199|2009
6597069774614|201|2010
6597069775224|637|2007
6597069775626|552|2003
6597069775626|542|2003
6597069775687|1483|2006
6597069775687|1501|2006
8796093023291|716|2011
8796093024058|1523|2005
8796093024058|1508|2004
8796093024058|836|2005
8796093024058|1517|2005
8796093024058|1534|2005
8796093028595|195|2002
8796093028595|200|2001
8796093028595|202|2002
10995116278184|544|2006
10995116278184|545|2011
10995116278873|800|2004
10995116278873|785|2005
10995116278873|808|2005
10995116279673|1296|2012
10995116279673|1300|2012
10995116279673|1301|2013
10995116279673|251|2013
10995116279937|920|2007
10995116279937|926|2007
10995116280597|929|2003
10995116280597|914|2004
10995116280597|922|2003
10995116281195|551|2001
10995116281195|543|2001
10995116283205|554|2006
10995116286944|552|2001
10995116287420|825|2004
10995116287420|827|2012
10995116288733|608|2006
10995116288733|612|2006
10995116288733|614|2005
10995116288733|616|2006
13194139539237|1105|2000
13194139539237|1073|1999
13194139539237|1091|1999
13194139543208|924|2011
13194139544116|546|2005
13194139544116|547|2002
13194139544116|540|2012
13194139544116|542|2001
13194139544307|9|2011
15393162789274|135|2000
15393162789274|172|2001
15393162789274|140|2002
15393162790303|540|2009
15393162790411|674|2009
15393162790411|668|2010
15393162790411|670|2009
15393162791226|804|2002
15393162791226|788|2002
15393162791226|806|2001
15393162791226|791|2000
15393162791320|915|2010
15393162791320|908|2009
15393162793681|711|2001
15393162793681|712|2002
15393162793681|699|2001
15393162793681|700|2001
15393162793681|701|2001
15393162794868|545|2004
15393162794868|549|2006
15393162794868|543|2004
15393162795169|545|2006
15393162795169|538|2007
15393162795439|308|2011
15393162795439|327|2005
15393162795439|314|2008
15393162797454|1232|2007
15393162797454|535|2008
15393162797454|537|2007
15393162798294|960|2005
15393162798294|949|2004
15393162798294|955|2006
15393162798294|959|2005
17592186044897|806|2012
17592186044897|807|2012
17592186044897|799|2003
17592186053185|86|2008
17592186053279|1338|2004
17592186054325|417|2006
17592186055028|928|2002
17592186055028|905|2001
17592186055028|906|2001
19791209301286|1013|2007
19791209301286|1016|2008
19791209301286|1017|2008
19791209301286|1020|2007
19791209301286|1022|2006
19791209301294|343|2003
19791209301294|332|2002
19791209301294|334|2003
19791209305387|968|2005
19791209305387|957|2006
19791209306928|1013|2009
19791209306928|1020|2009
19791209307317|1001|2001
19791209307317|1002|2008
19791209309642|1047|2003
19791209309642|1068|2006
21990232557835|1056|2011
21990232557835|1058|2011
21990232557835|1046|2010
21990232557835|1094|2011
21990232559227|1018|2009
21990232565530|666|2008
24189255814663|546|2012
24189255814663|548|2011
24189255814663|538|2011
24189255814663|540|2012
24189255816977|1426|2009
24189255816977|1413|2008
24189255816977|1430|2008
24189255819345|1118|2011
26388279066931|758|2005
26388279068989|371|2003
26388279069141|296|2006
26388279071992|1320|2011
26388279071992|1321|2010
26388279071992|1324|2010
26388279071992|1325|2010
26388279075494|474|2004
28587302324346|1204|2007
28587302326334|106|2006
28587302326334|109|2006
28587302326408|912|2004
28587302326408|931|2003
28587302326408|917|2003
28587302328950|914|2005
28587302328950|916|2007
28587302328950|919|2003
28587302328950|936|2008
28587302328950|927|2005
28587302329176|534|1999
28587302329176|535|1998
28587302329176|537|1998
28587302330022|920|2009
28587302330022|936|2008
28587302330022|905|2009
28587302332226|483|2002
28587302332226|460|2002
28587302332296|1011|2007
28587302332296|542|2007
28587302333058|945|2011
28587302333058|940|2010
28587302333058|941|2010
28587302333058|943|2012
30786325580284|913|1998
30786325580284|914|1999
30786325580284|910|2010
30786325580746|1379|2002
30786325580746|1364|2003
30786325580746|1367|2003
30786325580938|824|2004
30786325580938|827|2002
30786325583772|929|2002
30786325583772|931|2004
30786325583772|933|2002
772|1146|2001
772|1162|2008
772|1166|2006
6255|811|2000
6255|813|2000
8614|201|2004
8614|251|2006
2199023258120|240|2001
2199023258120|226|2001
2199023258120|245|2001
2199023258120|215|1999
2199023260919|916|2011
2199023260919|907|2011
2199023260919|927|2011
2199023261003|540|2009
2199023265924|1571|2002
4398046512999|818|2001
4398046512999|819|2000
4398046512999|670|2001
4398046515767|682|2007
4398046515767|667|2007
4398046518708|194|2008
4398046518708|187|2007
4398046518708|190|2008
4398046518708|191|2007
4398046518826|218|2002
6597069767868|273|2000
6597069767868|277|2001
6597069771213|374|2000
6597069771213|380|2001
8796093032178|1446|2004
8796093032178|1496|2003
8796093032178|1515|2003
10995116278636|976|2009
10995116278636|515|2008
10995116279657|962|2008
10995116279657|949|2006
10995116279657|950|2009
10995116279657|957|2006
10995116279657|959|2004
13194139542410|544|2001
13194139542410|549|2001
13194139542410|538|2002
13194139543753|960|2007
13194139543753|961|2006
13194139543753|954|2007
13194139543753|959|2008
15393162792423|676|2002
15393162792423|677|2003
15393162792423|679|2003
15393162792423|664|2003
15393162797152|957|2003
15393162797152|958|2004
15393162797195|1525|2000
17592186045089|1252|2006
17592186047354|146|2007
17592186047354|152|2007
17592186047354|141|2007
17592186052953|818|1999
17592186052953|820|2001
17592186052953|822|2000
17592186055025|956|2001
17592186055025|863|2000
17592186055334|1411|2006
17592186055334|1420|2006
17592186055334|1422|2006
19791209300359|450|2011
19791209300359|485|2005
19791209300359|487|2007
19791209300359|460|2009
19791209300359|479|2009
19791209302326|552|2003
19791209305166|1040|1999
19791209305166|1058|1999
19791209305166|1107|2001
19791209305166|1108|1999
19791209307124|544|2008
19791209307124|541|2010
19791209307382|592|2011
19791209307382|598|2012
19791209307382|601|2012
19791209307382|591|2013
19791209310251|1190|1999
19791209310251|1213|1998
19791209310937|930|2004
19791209310937|932|2005
19791209310937|921|2005
21990232557476|147|2007
21990232557476|152|2008
21990232557476|185|2009
21990232557476|157|2008
21990232557476|158|2007
21990232557520|470|2010
21990232557520|460|2010
21990232557520|461|2009
21990232563675|541|2006
21990232565087|182|2008
21990232565087|150|2008
21990232565087|168|2008
21990232565306|909|2001
21990232565306|911|2001
24189255811726|65|2007
24189255811726|51|2007
24189255811726|77|2006
24189255811726|63|2006
24189255812657|914|2005
24189255812657|915|2006
24189255812657|905|2005
24189255812657|923|2006
24189255812657|927|2005
24189255814875|1157|2002
24189255814875|1143|2002
24189255814875|1166|2003
24189255815095|209|2007
24189255815095|207|2010
24189255815886|297|2006
24189255817638|400|2001
24189255817638|399|2001
24189255818799|400|2009
24189255818799|1320|2009
24189255818799|1321|2008
24189255818799|1325|2008
24189255819138|119|2010
24189255819138|120|2007
24189255819138|111|2011
26388279069231|549|2012
26388279069231|540|2001
26388279069231|542|2000
26388279074412|1252|2005
28587302325132|1195|2007
28587302325132|1196|2007
28587302325132|1212|2007
28587302325842|1142|2003
28587302325842|1164|2002
28587302325842|1149|2003
28587302328232|1552|2004
28587302328232|1542|2011
30786325578224|1457|2006
30786325578224|1474|2006
30786325578224|1448|2006
30786325578224|1471|2007
30786325578224|1487|2006
30786325582498|917|2002
30786325582498|918|2002
30786325582498|905|2002
30786325582498|909|2001
30786325584466|933|2002
30786325584466|905|2002
30786325584466|922|2003
30786325588455|144|2003
30786325588455|180|2004
30786325588455|165|2003
30786325588455|151|2003
30786325588455|143|2003
32985348833537|1326|2001
32985348836419|562|2006
32985348836419|585|2009
32985348837700|307|2008
32985348837700|300|2008
32985348837700|301|2008
32985348837700|302|2007
32985348841904|181|2004
32985348841904|169|2003
1276|240|2007
1276|242|2007
1276|229|2008
1276|214|2007
1276|230|2008
3991|546|2012
3991|551|2010
3991|552|2012
3991|539|2009
6191|3|2002
6191|4|2003
6191|5|2002
7413|1234|2007
7413|1226|2012
7413|1227|2011
7413|1228|2006
10876|926|2004
2199023256520|1146|2005
2199023256520|906|2005
2199023256520|907|2004
2199023256520|923|2004
2199023256520|911|2004
2199023262209|548|2003
2199023262209|540|2004
4398046513028|935|2004
4398046513245|300|2003
4398046513430|656|2006
4398046513430|625|2007
4398046513430|630|2006
4398046517651|39|2001
4398046517651|759|2000
4398046517651|57|2010
4398046517651|74|2008
4398046517651|47|2000
4398046519736|352|2012
4398046519736|363|2006
4398046519736|367|2006
4398046520080|935|2004
4398046520080|922|2005
4398046520080|911|2006
6597069766870|1308|2004
6597069766870|109|2010
6597069770885|1557|2009
6597069770885|1559|2010
6597069770885|1560|2009
6597069770885|1561|2010
6597069776966|1117|2006
6597069776966|1118|2005
8796093026191|1320|2006
8796093026191|1324|2007
8796093026191|1325|2007
8796093027624|147|2004
8796093027624|174|2003
8796093030700|1076|2005
8796093030700|1108|2005
8796093030700|1083|2005
8796093031004|915|2004
8796093031004|931|2003
8796093031004|937|2004
8796093031004|908|2004
8796093031277|795|2006
8796093031277|780|2006
8796093032847|916|2009
8796093032847|909|2010
